STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,TMAX,TMIN
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,2/28/2018,0,0,59,32
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/2/2018,,0,62,28
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/3/2018,0,0,49,31
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/4/2018,0,0,50,25
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/5/2018,0,0,55,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/6/2018,0.22,0,58,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/7/2018,0.1,0,57,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/8/2018,0,0,37,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/9/2018,0,0,36,21
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/10/2018,0,0,50,22
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/11/2018,0.18,0,49,43
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/12/2018,0.43,0,54,33
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/13/2018,0.18,0,39,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/14/2018,0,0,44,26
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/15/2018,0,0,40,25
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/16/2018,0,0,61,26
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/17/2018,0.01,0,65,36
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/18/2018,0.2,0,74,45
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/19/2018,0,0,66,45
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/20/2018,0.17,0,68,44
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/21/2018,0.48,1,58,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/22/2018,0.04,1,31,22
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/23/2018,0,0,45,22
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/24/2018,0.07,0,46,25
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/25/2018,0.85,0,57,40
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/26/2018,0,0,58,40
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/27/2018,0,0,58,43
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/28/2018,0,0,60,46
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/29/2018,0,0,72,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/30/2018,0.84,0,75,51
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,3/31/2018,0.01,0,75,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/1/2018,0,0,68,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/2/2018,0,0,72,46
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/3/2018,0,0,73,49
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/4/2018,0.63,0,80,44
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/5/2018,0,0,52,27
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/6/2018,0,0,60,28
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/7/2018,0.83,0,62,39
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/8/2018,0.1,0,47,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/9/2018,0.11,0,47,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/10/2018,0,0,53,35
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/11/2018,0,0,59,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/12/2018,0,0,63,31
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/13/2018,0,0,78,48
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/14/2018,0,0,80,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/15/2018,0.16,0,79,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/16/2018,0.1,0,66,34
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/17/2018,0.01,0,36,28
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/18/2018,0,0,66,28
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/19/2018,0,0,83,49
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/20/2018,0,0,52,37
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/21/2018,0,0,64,35
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/22/2018,0,0,71,35
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/23/2018,0.19,0,63,53
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/24/2018,0.6,0,63,53
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/25/2018,1.74,0,60,52
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/26/2018,0.1,0,57,45
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/27/2018,0.61,0,52,44
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/28/2018,0,0,66,42
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/29/2018,0,0,72,41
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,4/30/2018,0,0,62,33
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/1/2018,0,0,,
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/2/2018,0,0,78,40
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/3/2018,0,0,,
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/4/2018,0,0,,
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/5/2018,0,0,83,50
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/6/2018,0.74,0,77,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/7/2018,0.03,0,71,51
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/8/2018,0,0,74,50
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/9/2018,0,0,73,51
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/10/2018,0,0,79,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/11/2018,0,0,77,57
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/12/2018,0,0,82,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/13/2018,0,0,83,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/14/2018,0,0,83,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/15/2018,0,0,83,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/16/2018,0.42,0,78,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/17/2018,0,0,76,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/18/2018,0.18,0,75,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/19/2018,0.25,0,77,52
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/20/2018,0,0,79,54
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/21/2018,0,0,80,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/22/2018,0.01,0,77,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/23/2018,0.16,0,77,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/24/2018,0,0,80,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/25/2018,0.16,0,80,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/26/2018,0.28,0,78,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/27/2018,0.55,0,74,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/28/2018,0.51,0,78,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/29/2018,0.42,0,71,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/30/2018,0.48,0,79,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,5/31/2018,0.08,0,79,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/1/2018,0.33,0,77,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/2/2018,0.1,0,75,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/3/2018,0,0,78,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/4/2018,0.3,0,82,54
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/5/2018,0,0,76,53
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/6/2018,0,0,74,51
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/7/2018,0,0,80,52
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/8/2018,0,0,81,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/9/2018,0.02,0,82,53
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/10/2018,0,0,82,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/11/2018,0,0,83,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/12/2018,,0,,
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/13/2018,0.3,0,80,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/14/2018,0,0,78,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/15/2018,0,0,82,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/16/2018,0,0,85,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/17/2018,0,0,87,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/18/2018,0.14,0,82,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/19/2018,0,0,85,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/20/2018,0.21,0,85,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/21/2018,0,0,83,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/22/2018,0.91,0,75,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/23/2018,0.17,0,80,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/24/2018,0.14,0,79,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/25/2018,0.1,0,76,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/26/2018,0.33,0,82,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/27/2018,0.72,0,83,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/28/2018,0.37,0,77,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/29/2018,1.13,0,73,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,6/30/2018,0,0,82,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/1/2018,0.02,0,85,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/2/2018,0,0,83,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/3/2018,0,0,83,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/4/2018,0.02,0,87,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/5/2018,0,0,87,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/6/2018,0.79,0,84,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/7/2018,0.55,0,84,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/8/2018,0.21,0,73,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/9/2018,0,0,78,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/10/2018,0,0,80,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/11/2018,0,0,83,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/12/2018,0,0,84,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/13/2018,0,0,84,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/14/2018,0,0,83,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/15/2018,0.05,0,83,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/16/2018,0,0,83,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/17/2018,0.01,0,82,69
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/18/2018,0.01,0,83,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/19/2018,0,0,82,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/20/2018,0,0,84,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/21/2018,0.94,0,83,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/22/2018,0.6,0,75,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/23/2018,0.18,0,70,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/24/2018,0.6,0,77,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/25/2018,0.16,0,76,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/26/2018,0,0,79,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/27/2018,0,0,80,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/28/2018,0.05,0,80,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/29/2018,0,0,78,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/30/2018,0,0,80,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,7/31/2018,0,0,82,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/1/2018,0.91,0,76,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/2/2018,2,0,67,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/3/2018,0.4,0,70,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/4/2018,0.3,0,78,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/5/2018,0.2,0,78,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/6/2018,0,0,81,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/7/2018,0,0,83,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/8/2018,0,0,83,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/9/2018,0.62,0,82,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/10/2018,0.24,0,79,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/11/2018,0.2,0,75,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/12/2018,0,0,78,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/13/2018,0,0,80,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/14/2018,0,0,78,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/15/2018,0.01,0,68,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/16/2018,0,0,81,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/17/2018,0,0,84,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/18/2018,0.13,0,82,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/19/2018,0.4,0,75,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/20/2018,0.23,0,77,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/21/2018,0,0,80,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/22/2018,0.37,0,77,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/23/2018,0,0,74,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/24/2018,0,0,74,57
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/25/2018,0,0,76,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/26/2018,0,0,77,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/27/2018,0,0,80,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/28/2018,0,0,81,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/29/2018,0,0,82,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/30/2018,0.94,0,82,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,8/31/2018,0.03,0,83,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/1/2018,0.35,0,82,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/2/2018,0,0,80,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/3/2018,0,0,83,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/4/2018,0,0,83,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/5/2018,0.1,0,81,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/6/2018,0,0,82,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/8/2018,0.1,0,82,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/9/2018,0.1,0,79,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/10/2018,0.86,0,83,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/11/2018,1.64,0,76,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/12/2018,0.04,0,75,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/13/2018,0,0,82,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/14/2018,0,0,82,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/15/2018,0,0,82,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/16/2018,0.05,0,78,67
